Bank,review_text,review_score,english,target
Vietcombank,the front page of the app is a building which is used rampantly by many others pages my my experience of using this app is awful it crashed frequently and was really hard to make a transaction,1,1,0
Vietcombank,"after i updated the new version i had to register my fingerprint and smart otp from scratch it's also annoying that when i am off and then turn back i need to register my fingerprint and smart otp again smirking face the only noti i receive in that case is ""system busy"" smirking face",1,1,0
Vietcombank,so bad st ux screen not be friendly spent more time to migrate usage from ibanking nd login id is being phone number which is easy to hack from backdoor or anyone knowns rd some error has been being throw with maybe java exception final every time for forgetting pwd must be go to the nearest banking transaction office to sumbit request unlock account that's terrible,1,1,0
Vietcombank,while i'd give the app out of stars vietcombank itself deserves out of stars card payments frequently fail and atm withdrawals have about a success rate at vietcombank's own atm's the worst part is if you try to withdraw at a different atm your account may get debited even if the withdrawal failed this has happened to me twice now the first time vietcombank reimbursed me but the second time they did not vietcombank is fraudulent garbage don't trust them with your money,1,1,0
Vietcombank,"digital banking is really bad i usually have trouble when i type password notification is "" vietcombank has stopped"" so i can't make transaction in this app it is disappointion so i want to you should update this app",1,1,0
Vietcombank,i suddenly cannot open the app although i was able to open and use it before i tried to re download the app many times after that looking forward to your advice how to fix this thanks,1,1,0
Vietcombank,terrible app app keeps stopping which is so annoying every time you want to use it also it takes ages to locate the transaction history,3,1,0
Vietcombank,show activities in only days do you know there are months that have days cannot extract history to excel how can i calculate my shop benefit ui confused find in deep menu to get history activities by time have you ever used other bank apps before set up stupid menu,1,1,0
Vietcombank,after the app was updated to digital banking it kept shutting down whenever i opened it now i have to use internet banking all the time it's so frustrating,1,1,0
Vietcombank,usual crashing is really a problem this time it happens at fingerprint setup website and app are both too out of date,3,1,0
