Bank,review_text,review_score,english
Vietcombank,"Ugly and confused UI. Half of the app is ads and useless ""features.""",1,1
Vietcombank,The app itself is quite full of services and it used to work perfectly. Since the last update it opens for few seconds and the it collapses. Hope they can fix it. I run it on a Huawei P10lite,1,1
Vietcombank,"Hello, sorry for 2 stars. It'll great if you increase the time of ""transaction history"" . Why it's only 1 week and 1 month ? I can check the history if it only show one month. I have many accounts which different term 1, 3, 6, 12 months . Please update the time to at least 12 months. Thank a lot.",2,1
Vietcombank,Stop updating without notification in advance. The fingerprint was invalid when the bank updated or added any functions. Bad application. I hate using this app. Please allow us acessing on the website instead of using this stupid digital app before the bank develop and fix all the errors completely. Thanks.,1,1
Vietcombank,"I have an account & I've registered my phone number. They've been sending me notification messages ever since. And yet when I logged in, I couldn't do so with my phone number. Impeccable app design. Gonna stick to web app from now on.",1,1
Vietcombank,Cant use the fringer print. Inconvenient than old previous. Please fix it.,3,1
Vietcombank,"Whoever designed this app has to be sent back to UX UI school: green letters on a transparent background? One third of the screen filled with advertising? A cluttered interface with 263 functions? Come on! Banking functionality is good, the rest is terrible, sorry. Contact me to discuss in detail, this is 1993 of banking 0.9.",1,1
Vietcombank,"This is execllent banking app. Easy to use. Of course, when you first time sign up you need to fill up all your personal information to match your bank details. After, is fast and easy to do the thing you need, transfer settle, pay bill... Love you vcb app",5,1
Vietcombank,"I got trouble with digital banking, i typed right password of mobile banking but can register digital banking. It always says that i typed wrong password and lock. The table of fee service is not cheap but the service is so bad, i dont want use the service of you It made me feel angry. If you cant fix this misstake by the fast, please remove this app down the store. It's really terrible.",1,1
Vietcombank,"Good app. Many functions, easy to use, convenient for trading. Easy to access with fingerprints. I voted 5 stars so that i would like encourage design, development and test teams.",5,1
Vietcombank,"Terrible. Sending/receiving money often encounters issue and needs to roll back transaction. If you want to do business with it, it will waste your time and put you at risk. I need to do quick transaction but it hangs a big amount of money in the air. The support is hopeless and all you can do is to wait for a long time.",1,1
Vietcombank,"The app always stops working every time I open it, I cannot even log-in or do anything with the app. It has happened since the app updated to Digibank version",1,1
Vietcombank,"This is the most frustrating app I've used to date since the last update. All my information was reset, and I'm unable to use it due to being stuck overseas. The website version is just as bad.",1,1
Vietcombank,"After I changed my phone number, I cannot use my fingerprint scanner as the app says my phone is root while in fact it's not. Please fix this! I will give 5 stars once you fix it.",3,1
Vietcombank,"App stops automatically at every first try to log in and after completing payment. Make me confuse whether or not the payment is successful. Thus, have to log in again if I want to check it and see the receipt.",1,1
Vietcombank,"The front page of the app is a building, which is used rampantly by many others pages. My my experience of using this app is awful, it crashed frequently, and was really hard to make a transaction.",1,1
Vietcombank,"After I updated the new version, I had to register my fingerprint and smart otp from scratch. It's also annoying that when I am off and then turn back, I need to register my fingerprint and smart otp again 😏. The only noti I receive in that case is: ""System busy"" 😏",1,1
Vietcombank,"So bad. 1st, UX screen not be friendly. Spent more time to migrate usage from ibanking. 2nd, login ID is being phone number which is easy to hack from backdoor or anyone knowns 3rd, some error has been being throw with maybe java exception. Final, every time for forgetting pwd must be go to the nearest banking transaction office to sumbit request unlock account. That's terrible!!!",1,1
Vietcombank,"While I'd give the app 4 out of 5 stars, Vietcombank itself deserves 0 out of 5 stars. Card payments frequently fail, and ATM withdrawals have about a 60% success rate at Vietcombank's own ATM's. The worst part is if you try to withdraw at a different ATM, your account may get debited EVEN IF THE WITHDRAWAL FAILED. This has happened to me twice now. The first time Vietcombank reimbursed me but the second time they did not. Vietcombank is fraudulent garbage. Don't trust them with your money!",1,1
Vietcombank,"Digital banking is really bad. I usually have trouble when i type password. Notification is "" Vietcombank has stopped"". So i can't make transaction in this app. It is disappointion! So i want to you should update this app.",1,1
